0.9921::teamplaysinleague(georgewashingtonuniversityselliottschool, international).
0.9375::teamplaysagainstteam(illini, buckeyes).
0.9999::teamplaysagainstteam(coloradostatepueblothunderwolves, fresnostatebulldogs).
1.0::teamplaysagainstteam(yankees, chicagowhitesox).
0.9687::teamplaysagainstteam(yankees, philadelphiaphillies).
0.9999::teamplaysagainstteam(yankees, californiaangels).
0.9999::teamplaysagainstteam(yankees, redsoxthisseason).
0.9687::teamplaysagainstteam(yankees, cincinnatiredstockings).
0.9999::teamplaysagainstteam(yankees, detroittigers).
0.9925::teamplaysagainstteam(yankees, padres).
1.0::teamplaysagainstteam(yankees, twins).
1.0::teamplaysagainstteam(yankees, stlouisbrowns).
1.0::teamplaysagainstteam(yankees, pirates).
0.9993::teamplaysagainstteam(yankees, mariners).
0.9996::teamplaysagainstteam(yankees, astroslastnight).
0.9980::teamplaysagainstteam(yankees, torontobluejays).
1.0::teamplaysagainstteam(yankees, atlantabravesspringtraining).
1.0::teamplaysagainstteam(yankees, whitesox).
1.0::teamplaysagainstteam(yankees, pittsburghpirates).
1.0::teamplaysagainstteam(yankees, royals).
1.0::teamplaysagainstteam(yankees, baltimoreorioles).
0.9997::teamplaysagainstteam(yankees, rangers).
0.9973::teamplaysagainstteam(yankees, cardinals).
0.9962::teamplaysagainstteam(yankees, narizonadiamondbacks).
0.9843::teamplaysagainstteam(yankees, louiscardinals).
0.9687::teamplaysagainstteam(yankees, clevelandbrowns).
0.9687::teamplaysagainstteam(yankees, chicagobulls).
0.9687::teamplaysagainstteam(yankees, oaklandathletics).
1.0::teamplaysagainstteam(yankees, newyorkmets).
0.9998::teamplaysagainstteam(yankees, clevelandindians).
0.9375::teamplaysagainstteam(yankees, floridamarlinsteam).
0.9921::teamplaysagainstteam(yankees, atlantabraves).
1.0::teamplaysagainstteam(yankees, seattlemariners).
0.9919::teamplaysagainstteam(yankees, marlins).
0.9843::teamplaysagainstteam(yankees, houstonastros).
1.0::teamplaysagainstteam(yankees, milwaukeebraves).
1.0::teamplaysagainstteam(yankees, tampabaydevilrays).
1.0::teamplaysagainstteam(yankees, redsox).
0.9999::teamplaysagainstteam(yankees, indians).
1.0::teamplaysagainstteam(yankees, phillies).
1.0::teamplaysagainstteam(yankees, brooklyndodgersatebbetsfield).
1.0::teamplaysagainstteam(yankees, dodgers).
1.0::teamplaysagainstteam(yankees, newyorkjets).
1.0::teamplaysagainstteam(yankees, chicagocubsbaseball).
1.0::teamplaysagainstteam(yankees, bostonredsox).
0.9980::teamplaysagainstteam(yankees, tampabayrays).
0.9843::teamplaysagainstteam(yankees, texasrangers).
0.9375::teamplaysagainstteam(yankees, bluejays).
0.9375::teamplaysagainstteam(yankees, rockies).
0.9999::teamplaysagainstteam(losangelesangels, redsoxthisseason).
0.9843::teamplaysagainstteam(losangelesangels, whitesox).
1.0::teamplaysagainstteam(losangelesangels, redsox).
0.9375::teamplaysagainstteam(losangelesangels, bostonredsox).
0.9375::teamplaysagainstteam(losangelesangels, chicagocubsbaseball).
0.9992::teamplaysagainstteam(dodgers, philadelphiaphillies).
0.9999::teamplaysagainstteam(dodgers, redsoxthisseason).
1.0::teamplaysagainstteam(dodgers, padres).
1.0::teamplaysagainstteam(dodgers, phils).
0.9974::teamplaysagainstteam(dodgers, formersanfranciscogiants).
0.9999::teamplaysagainstteam(dodgers, pirates).
0.9984::teamplaysagainstteam(dodgers, astroslastnight).
0.9990::teamplaysagainstteam(dodgers, atlantabravesspringtraining).
0.9999::teamplaysagainstteam(dodgers, whitesox).
0.9999::teamplaysagainstteam(dodgers, cardinals).
0.9990::teamplaysagainstteam(dodgers, narizonadiamondbacks).
0.9375::teamplaysagainstteam(dodgers, arizonadiamondbacks).
0.9994::teamplaysagainstteam(dodgers, newyorkmets).
0.9980::teamplaysagainstteam(dodgers, rockies).
0.9687::teamplaysagainstteam(dodgers, atlantabraves).
0.9918::teamplaysagainstteam(dodgers, marlins).
0.9985::teamplaysagainstteam(dodgers, coloradorockies).
0.9843::teamplaysagainstteam(dodgers, tampabaydevilrays).
0.9982::teamplaysagainstteam(dodgers, indians).
1.0::teamplaysagainstteam(dodgers, yankees).
0.9999::teamplaysagainstteam(dodgers, phillies).
1.0::teamplaysagainstteam(dodgers, chicagocubsbaseball).
0.9999::teamplaysagainstteam(dodgers, newyorkjets).
0.9960::teamplaysagainstteam(dodgers, bostonredsox).
0.9843::teamplaysagainstteam(dodgers, redsox).
0.9921::teamplaysagainstteam(losangeleslakers, cavs).
1.0::teamplaysagainstteam(losangeleslakers, suns).
0.9999::teamplaysagainstteam(losangeleslakers, spurs).
0.9998::teamplaysagainstteam(losangeleslakers, kingscollege).
0.9825::teamplaysagainstteam(losangeleslakers, trailblazers).
0.9909::teamplaysagainstteam(losangeleslakers, pacers).
0.9999::teamplaysagainstteam(losangeleslakers, laclippers).
1.0::teamplaysagainstteam(losangeleslakers, bostonceltics).
0.9999::teamplaysagainstteam(losangeleslakers, washingtonwizards).
0.9921::teamplaysagainstteam(losangeleslakers, raptors).
0.9998::teamplaysagainstteam(losangeleslakers, portlandtrailblazers).
0.9921::teamplaysagainstteam(losangeleslakers, sixers).
1.0::teamplaysagainstteam(losangeleslakers, chicagobulls).
0.9999::teamplaysagainstteam(losangeleslakers, houstonrocketsnba).
0.9980::teamplaysagainstteam(losangeleslakers, mavs).
0.9632::teamplaysagainstteam(losangeleslakers, denvernuggetsnba).
0.9998::teamplaysagainstteam(losangeleslakers, hawks).
0.9997::teamplaysagainstteam(losangeleslakers, goldenstatewarriorsnba).
0.9375::teamplaysagainstteam(losangeleslakers, denvernuggets).
1.0::teamplaysagainstteam(losangeleslakers, nets).
0.9999::teamplaysagainstteam(losangeleslakers, detroitpistonsnba).
0.9999::teamplaysagainstteam(losangeleslakers, cavaliers).
0.9375::teamplaysagainstteam(losangeleslakers, orlandomagic).
0.9999::teamplaysagainstteam(losangeleslakers, dallasmavericks).
0.9999::teamplaysagainstteam(losangeleslakers, milwaukeebuckstickets).
0.9815::teamplaysagainstteam(losangeleslakers, hornetscharlottebobcats).
0.9999::teamplaysagainstteam(losangeleslakers, hornetsnbalive).
0.9999::teamplaysagainstteam(losangeleslakers, utahjazz).
1.0::teamplaysagainstteam(losangeleslakers, sanantonio).
0.9999::teamplaysagainstteam(losangeleslakers, miamihurricanes).
0.9843::teamplaysagainstteam(losangeleslakers, newjerseynets).
1.0::teamplaysagainstteam(newjerseydevils, rangers).
0.9687::teamplaysagainstteam(newjerseydevils, bruins).
0.9375::teamplaysagainstteam(newjerseydevils, islanders).
1.0::teamplaysagainstteam(atlantabraves, redsoxthisseason).
0.9375::teamplaysagainstteam(atlantabraves, washingtonnationals).
0.9687::teamplaysagainstteam(atlantabraves, astroslastnight).
0.9999::teamplaysagainstteam(atlantabraves, newyorkmets).
0.9375::teamplaysagainstteam(atlantabraves, redsox).
0.9921::teamplaysagainstteam(atlantabraves, yankees).
1.0::teamplaysagainstteam(atlantabraves, phillies).
0.9687::teamplaysagainstteam(atlantabraves, chicagocubsbaseball).
0.9375::teamplaysagainstteam(atlantabraves, bostonredsox).
0.9874::teamplaysagainstteam(ohiostateuniversity, wildcats).
0.9687::teamplaysagainstteam(ohiostateuniversity, nittanylions).
0.9630::teamplaysagainstteam(ohiostateuniversity, wesleywolverines).
0.9375::teamplaysagainstteam(ohiostateuniversity, illini).
0.9935::teamplaysagainstteam(ohiostateuniversity, lsu).
0.9856::teamplaysagainstteam(ohiostateuniversity, northwesternuniversity).
0.9806::teamplaysagainstteam(ohiostateuniversity, pennstate).
1.0::teamplaysagainstteam(timberwolves, suns).
0.9980::teamplaysagainstteam(timberwolves, chicagobulls).
0.9923::teamplaysagainstteam(timberwolves, spurs).
0.9843::teamplaysagainstteam(timberwolves, raptors).
0.9687::teamplaysagainstteam(timberwolves, houstonrocketsnba).
0.9687::teamplaysagainstteam(timberwolves, laclippers).
0.9375::teamplaysagainstteam(timberwolves, denvernuggetsnba).
0.9375::teamplaysagainstteam(timberwolves, bostonceltics).
0.9843::teamplaysagainstteam(timberwolves, miamihurricanes).
0.9687::teamplaysagainstteam(ottawasenators, bruins).
0.9953::teamplaysagainstteam(ottawasenators, blackhawks).
0.9375::teamplaysagainstteam(ottawasenators, anaheimducks).
1.0::teamplaysagainstteam(jags, pittsburghsteelerssunday).
0.9375::teamplaysagainstteam(jags, titans).
0.9976::teamplaysagainstteam(jags, baltimorecolts).
0.9921::teamplaysagainstteam(cincinnatiredstockings, redsoxthisseason).
0.9687::teamplaysagainstteam(cincinnatiredstockings, whitesox).
0.9375::teamplaysagainstteam(cincinnatiredstockings, pirates).
0.9687::teamplaysagainstteam(cincinnatiredstockings, tampabaydevilrays).
0.9960::teamplaysagainstteam(cincinnatiredstockings, chicagocubsbaseball).
0.9375::teamplaysagainstteam(cincinnatiredstockings, bostonredsox).
1.0::teamplaysagainstteam(columbuscrew, chicagofire).
0.9375::teamplaysagainstteam(columbuscrew, houstondynamo).
0.9375::teamplaysagainstteam(columbuscrew, torontofc).
0.9375::teamplaysagainstteam(columbuscrew, newenglandrevolution).
1.0::teamplaysagainstteam(pittsburghpirates, redsoxthisseason).
0.9687::teamplaysagainstteam(pittsburghpirates, tampabaydevilrays).
1.0::teamplaysagainstteam(pittsburghpirates, phillies).
0.9921::teamplaysagainstteam(pittsburghpirates, yankees).
0.9687::teamplaysagainstteam(pittsburghpirates, redsox).
1.0::teamplaysagainstteam(pittsburghpirates, chicagocubsbaseball).
1.0::teamplaysagainstteam(stanford, uconn).
0.9555::teamplaysagainstteam(stanford, bears).
1.0::teamplaysagainstteam(stanford, harvard).
0.9982::teamplaysagainstteam(stanford, ucla).
0.9906::teamplaysagainstteam(stanford, usc).
0.9375::teamplaysagainstteam(stanford, anaheimducks).
1.0::teamplaysagainstteam(mississippistatebulldogs, redraiders).
0.9999::teamplaysagainstteam(mississippistatebulldogs, nittanylions).
0.9999::teamplaysagainstteam(mississippistatebulldogs, montanastatebobcats).
1.0::teamplaysagainstteam(mississippistatebulldogs, arkansasrazorbacks).
0.9999::teamplaysagainstteam(mississippistatebulldogs, ohiostatebuckeyes).
0.9687::teamplaysagainstteam(georgiatech, dukebluedevils).
0.9960::teamplaysagainstteam(utahjazz, bostonceltics).
0.9995::teamplaysagainstteam(utahjazz, suns).
0.9994::teamplaysagainstteam(utahjazz, spurs).
0.9995::teamplaysagainstteam(utahjazz, portlandtrailblazers).
1.0::teamplaysagainstteam(utahjazz, chicagobulls).
0.9999::teamplaysagainstteam(utahjazz, houstonrocketsnba).
0.9849::teamplaysagainstteam(utahjazz, denvernuggetsnba).
0.9990::teamplaysagainstteam(utahjazz, goldenstatewarriorsnba).
0.9986::teamplaysagainstteam(utahjazz, laclippers).
0.9987::teamplaysagainstteam(utahjazz, detroitpistonsnba).
0.9959::teamplaysagainstteam(utahjazz, nets).
0.9375::teamplaysagainstteam(utahjazz, dallasmavericks).
0.9999::teamplaysagainstteam(utahjazz, losangeleslakers).
0.9687::teamplaysagainstteam(stlouiscardinals, astroslastnight).
0.9375::teamplaysagainstteam(stlouiscardinals, twins).
0.9921::teamplaysagainstteam(stlouiscardinals, pirates).
0.9990::teamplaysagainstteam(stlouiscardinals, redsox).
0.9687::teamplaysagainstteam(stlouiscardinals, yankees).
0.9997::teamplaysagainstteam(stlouiscardinals, chicagocubsbaseball).
0.9843::teamplaysagainstteam(stlouiscardinals, bostonredsox).
0.9843::teamplaysagainstteam(jacksonvillejaguars, pittsburghsteelerssunday).
1.0::teamplaysagainstteam(jacksonvillejaguars, baltimorecolts).
0.9375::teamplaysagainstteam(jacksonvillejaguars, houstontexans).
0.9375::teamplaysagainstteam(jacksonvillejaguars, bears).
0.9375::teamplaysagainstteam(jacksonvillejaguars, newenglandpatriots).
0.9696::teamplaysagainstteam(ucla, wesleywolverines).
0.9820::teamplaysagainstteam(ucla, usc).
1.0::teamplaysagainstteam(ucla, washingtonstate).
1.0::teamplaysagainstteam(ucla, byu).
0.9999::teamplaysagainstteam(texasrangers, redsoxthisseason).
0.9687::teamplaysagainstteam(texasrangers, twins).
0.9687::teamplaysagainstteam(texasrangers, whitesox).
0.9375::teamplaysagainstteam(texasrangers, chicagowhitesox).
0.9375::teamplaysagainstteam(texasrangers, houstonastros).
1.0::teamplaysagainstteam(texasrangers, redsox).
0.9755::teamplaysagainstteam(texasrangers, indians).
1.0::teamplaysagainstteam(texasrangers, yankees).
0.9375::teamplaysagainstteam(texasrangers, phillies).
0.9980::teamplaysagainstteam(texasrangers, bostonredsox).
0.9990::teamplaysagainstteam(laclippers, bostonceltics).
0.9687::teamplaysagainstteam(laclippers, washingtonwizards).
0.9687::teamplaysagainstteam(laclippers, cavs).
0.9997::teamplaysagainstteam(laclippers, suns).
0.9843::teamplaysagainstteam(laclippers, raptors).
0.9999::teamplaysagainstteam(laclippers, spurs).
0.9995::teamplaysagainstteam(laclippers, portlandtrailblazers).
1.0::teamplaysagainstteam(laclippers, chicagobulls).
0.9960::teamplaysagainstteam(laclippers, memphisgrizzliesnba).
0.9999::teamplaysagainstteam(laclippers, houstonrocketsnba).
0.9687::teamplaysagainstteam(laclippers, hawks).
0.9921::teamplaysagainstteam(laclippers, goldenstatewarriorsnba).
0.9843::teamplaysagainstteam(laclippers, denvernuggets).
0.9687::teamplaysagainstteam(laclippers, sacramentokings).
0.9375::teamplaysagainstteam(laclippers, timberwolves).
0.9687::teamplaysagainstteam(laclippers, milwaukeebuckstickets).
0.9986::teamplaysagainstteam(laclippers, hornetsnbalive).
0.9999::teamplaysagainstteam(laclippers, dallasmavericks).
0.9999::teamplaysagainstteam(laclippers, losangeleslakers).
0.9999::teamplaysagainstteam(laclippers, utahjazz).
0.9960::teamplaysagainstteam(laclippers, sanantonio).
0.9375::teamplaysagainstteam(laclippers, neworleanshornets).
0.9375::teamplaysagainstteam(charlottehornets, chicagobulls).
0.9375::teamplaysagainstteam(chicagoblackhawks, pittsburghpenguins).
0.9688::teamplaysagainstteam(seattlesupersonicsandthunders, chicagobulls).
0.9687::teamplaysagainstteam(vancouvercanucks, blackhawks).
0.9687::teamplaysagainstteam(vancouvercanucks, pittsburghpenguins).
0.9977::teamplaysagainstteam(blackhawks, ottawasenators).
0.9375::teamplaysagainstteam(blackhawks, montrealcanadiens).
1.0::teamplaysagainstteam(blackhawks, vancouvercanucks).
1.0::teamplaysagainstteam(blackhawks, minnesotawilds).
1.0::teamplaysagainstteam(blackhawks, stlouisblues).
1.0::teamplaysagainstteam(blackhawks, pittsburghpenguins).
0.9999::teamplaysagainstteam(blackhawks, redwings).
0.9687::teamplaysagainstteam(blackhawks, rangers).
0.9375::teamplaysagainstteam(blackhawks, devils).
0.9375::teamplaysagainstteam(nashvillepredators, blackhawks).
0.9956::teamplaysagainstteam(crew, redbulls).
1.0::teamplaysagainstteam(crew, revolution).
0.9375::teamplaysagainstteam(texasamaggiesbasketball, oaklandraiders).
1.0::teamplaysagainstteam(texasamaggiesbasketball, texaslonghorns).
0.9908::teamplaysagainstteam(texasamaggiesbasketball, oklahomasooners).
0.9375::teamplaysagainstteam(texasamaggiesbasketball, oklahomastateuniversity).
0.9999::teamplaysagainstteam(trevorbayne, bradkeselowkski).
1.0::teamplaysagainstteam(detroitpistonsnba, sixers).
0.9999::teamplaysagainstteam(detroitpistonsnba, bostonceltics).
0.9999::teamplaysagainstteam(detroitpistonsnba, chicagobulls).
0.9999::teamplaysagainstteam(detroitpistonsnba, spurs).
0.9998::teamplaysagainstteam(detroitpistonsnba, cavs).
0.9998::teamplaysagainstteam(detroitpistonsnba, cavaliers).
0.9883::teamplaysagainstteam(detroitpistonsnba, nets).
0.9375::teamplaysagainstteam(detroitpistonsnba, indianapacers).
0.9375::teamplaysagainstteam(detroitpistonsnba, raptors).
0.9375::teamplaysagainstteam(detroitpistonsnba, pacers).
0.9375::teamplaysagainstteam(detroitpistonsnba, houstonrocketsnba).
1.0::teamplaysagainstteam(detroitpistonsnba, miamihurricanes).
0.9999::teamplaysagainstteam(detroitpistonsnba, losangeleslakers).
0.9990::teamplaysagainstteam(detroitpistonsnba, utahjazz).
0.9969::teamplaysagainstteam(detroitpistonsnba, magic).
0.9965::teamplaysagainstteam(detroitpistonsnba, milwaukeebuckstickets).
0.9843::teamplaysagainstteam(detroitpistonsnba, sanantonio).
0.9687::teamplaysagainstteam(winnipegjets, pittsburghpenguins).
0.9375::teamplaysagainstteam(oregonducksfootballteam, usc).
1.0::teamplaysagainstteam(minnesotawilds, blackhawks).
1.0::teamplaysagainstteam(coloradorockies, redsoxthisseason).
0.9863::teamplaysagainstteam(coloradorockies, narizonadiamondbacks).
0.9375::teamplaysagainstteam(coloradorockies, pirates).
1.0::teamplaysagainstteam(coloradorockies, redsox).
0.9872::teamplaysagainstteam(coloradorockies, phillies).
1.0::teamplaysagainstteam(coloradorockies, bostonredsox).
0.9498::teamplaysagainstteam(coloradorockies, newyorkjets).
0.9687::teamplaysagainstteam(philadelphiaathletics, redsoxthisseason).
1.0::teamplaysagainstteam(stanfordcardinals, uconn).
0.9938::teamplaysagainstteam(calgaryflames, montrealcanadiens).
0.9881::teamplaysagainstteam(phillies, redsoxthisseason).
1.0::teamplaysagainstteam(phillies, washingtonnationals).
0.9687::teamplaysagainstteam(phillies, padres).
0.9999::teamplaysagainstteam(phillies, formersanfranciscogiants).
0.9375::teamplaysagainstteam(phillies, pirates).
1.0::teamplaysagainstteam(phillies, astroslastnight).
0.9997::teamplaysagainstteam(phillies, torontobluejays).
0.9999::teamplaysagainstteam(phillies, atlantabravesspringtraining).
0.9960::teamplaysagainstteam(phillies, whitesox).
0.9375::teamplaysagainstteam(phillies, miamimarlins).
0.9999::teamplaysagainstteam(phillies, brewers).
1.0::teamplaysagainstteam(phillies, pittsburghpirates).
1.0::teamplaysagainstteam(phillies, royals).
0.9994::teamplaysagainstteam(phillies, cardinals).
0.9375::teamplaysagainstteam(phillies, sandiegopadres).
0.9999::teamplaysagainstteam(phillies, newyorkmets).
1.0::teamplaysagainstteam(phillies, rockies).
0.9986::teamplaysagainstteam(phillies, atlantabraves).
0.9999::teamplaysagainstteam(phillies, marlins).
1.0::teamplaysagainstteam(phillies, coloradorockies).
1.0::teamplaysagainstteam(phillies, losangelesdodgers).
1.0::teamplaysagainstteam(phillies, houstonastros).
0.9375::teamplaysagainstteam(phillies, texasrangers).
0.9999::teamplaysagainstteam(phillies, tampabaydevilrays).
0.9996::teamplaysagainstteam(phillies, redsox).
1.0::teamplaysagainstteam(phillies, yankees).
0.9999::teamplaysagainstteam(phillies, dodgers).
0.9999::teamplaysagainstteam(phillies, newyorkjets).
0.9999::teamplaysagainstteam(phillies, chicagocubsbaseball).
0.9991::teamplaysagainstteam(phillies, tampabayrays).
0.9999::teamplaysagainstteam(eagles, dallascowboys).
1.0::teamplaysagainstteam(eagles, hokies).
0.9960::teamplaysagainstteam(eagles, bengals).
0.9898::teamplaysagainstteam(eagles, huskies).
0.9998::teamplaysagainstteam(eagles, titans).
0.9999::teamplaysagainstteam(eagles, washingtonredskinslast).
1.0::teamplaysagainstteam(eagles, carolinahurricaneshockey).
0.9927::teamplaysagainstteam(eagles, bucs).
1.0::teamplaysagainstteam(eagles, pittsburghsteelerssunday).
0.9375::teamplaysagainstteam(eagles, seahawks).
0.9999::teamplaysagainstteam(eagles, skins).
0.9999::teamplaysagainstteam(eagles, falcons).
1.0::teamplaysagainstteam(eagles, thenchicagocardinals).
0.9843::teamplaysagainstteam(eagles, newyorkfootballgiants).
0.9999::teamplaysagainstteam(eagles, minnesotavikings).
1.0::teamplaysagainstteam(eagles, carolina).
1.0::teamplaysagainstteam(eagles, bears).
1.0::teamplaysagainstteam(eagles, baltimorecolts).
1.0::teamplaysagainstteam(eagles, arizonacardinals).
0.9999::teamplaysagainstteam(eagles, armyblackknightsfootball).
0.9999::teamplaysagainstteam(eagles, oaklandraiders).
0.9999::teamplaysagainstteam(eagles, cardinals).
0.9999::teamplaysagainstteam(eagles, packers).
0.9999::teamplaysagainstteam(eagles, buccaneers).
0.9996::teamplaysagainstteam(eagles, carolinapanthers).
0.9960::teamplaysagainstteam(eagles, sdchargers).
0.9942::teamplaysagainstteam(eagles, wakeforestuniversityschoolofmedicine).
0.9921::teamplaysagainstteam(eagles, clevelandbrowns).
0.9375::teamplaysagainstteam(eagles, jaguars).
0.9375::teamplaysagainstteam(eagles, wildcats).
1.0::teamplaysagainstteam(eagles, rams).
0.9687::teamplaysagainstteam(eagles, bills).
0.9929::teamplaysagainstteam(eagles, spartans).
1.0::teamplaysagainstteam(eagles, newenglandpatriots).
0.9666::teamplaysagainstteam(eagles, indians).
1.0::teamplaysagainstteam(eagles, georgiabulldogs).
1.0::teamplaysagainstteam(eagles, newyorkjets).
0.9999::teamplaysagainstteam(eagles, knightsofpythias).
0.9999::teamplaysagainstteam(eagles, new).
0.9375::teamplaysagainstteam(eagles, miamidolphinsfootballteam).
0.9687::teamplaysagainstteam(niners, newyorkjets).
0.9687::teamplaysagainstteam(dukebluedevils, georgiatech).
0.9375::teamplaysagainstteam(dukebluedevils, georgiabulldogs).
0.9831::teamplaysagainstteam(nittanylions, wesleywolverines).
0.9375::teamplaysagainstteam(nittanylions, ohiostateuniversity).
1.0::teamplaysagainstteam(newyorkjets, redsoxthisseason).
1.0::teamplaysagainstteam(newyorkjets, skins).
1.0::teamplaysagainstteam(newyorkjets, oaklandraiders).
1.0::teamplaysagainstteam(newyorkjets, pats).
1.0::teamplaysagainstteam(newyorkjets, dallascowboys).
1.0::teamplaysagainstteam(newyorkjets, pittsburghsteelerssunday).
1.0::teamplaysagainstteam(newyorkjets, philadelphiaathletics).
1.0::teamplaysagainstteam(newyorkjets, cardinals).
1.0::teamplaysagainstteam(newyorkjets, sdchargers).
1.0::teamplaysagainstteam(newyorkjets, sandiegopadres).
1.0::teamplaysagainstteam(newyorkjets, carolina).
1.0::teamplaysagainstteam(newyorkjets, narizonadiamondbacks).
1.0::teamplaysagainstteam(newyorkjets, undefeatednewenglandpatriots).
1.0::teamplaysagainstteam(newyorkjets, pirates).
1.0::teamplaysagainstteam(newyorkjets, washingtonredskinslast).
1.0::teamplaysagainstteam(newyorkjets, bears).
1.0::teamplaysagainstteam(newyorkjets, baltimorecolts).
1.0::teamplaysagainstteam(newyorkjets, minnesotavikings).
1.0::teamplaysagainstteam(newyorkjets, niners).
1.0::teamplaysagainstteam(newyorkjets, dbacks).
1.0::teamplaysagainstteam(newyorkjets, broncos).
1.0::teamplaysagainstteam(newyorkjets, washingtonsenators).
1.0::teamplaysagainstteam(newyorkjets, packers).
0.9999::teamplaysagainstteam(newyorkjets, eagles).
0.9999::teamplaysagainstteam(newyorkjets, titans).
0.9999::teamplaysagainstteam(newyorkjets, clevelandbrowns).
0.9999::teamplaysagainstteam(newyorkjets, carolinahurricaneshockey).
0.9999::teamplaysagainstteam(newyorkjets, seahawks).
0.9999::teamplaysagainstteam(newyorkjets, kansascitychiefs).
0.9999::teamplaysagainstteam(newyorkjets, atlantabravesspringtraining).
0.9998::teamplaysagainstteam(newyorkjets, bengals).
0.9998::teamplaysagainstteam(newyorkjets, buccaneers).
0.9997::teamplaysagainstteam(newyorkjets, falcons).
0.9993::teamplaysagainstteam(newyorkjets, bucs).
0.9984::teamplaysagainstteam(newyorkjets, carolinapanthers).
0.9983::teamplaysagainstteam(newyorkjets, whitesox).
0.9960::teamplaysagainstteam(newyorkjets, houstontexans).
0.9960::teamplaysagainstteam(newyorkjets, buffalobills).
0.9960::teamplaysagainstteam(newyorkjets, rangers).
0.9927::teamplaysagainstteam(newyorkjets, brewers).
0.9863::teamplaysagainstteam(newyorkjets, padres).
0.9843::teamplaysagainstteam(newyorkjets, detroitlions).
0.9727::teamplaysagainstteam(newyorkjets, anaheimangels).
0.9375::teamplaysagainstteam(newyorkjets, jaguars).
0.9375::teamplaysagainstteam(newyorkjets, pittsburghpirates).
0.9375::teamplaysagainstteam(newyorkjets, mariners).
1.0::teamplaysagainstteam(newyorkjets, coloradorockies).
1.0::teamplaysagainstteam(newyorkjets, atlantabraves).
1.0::teamplaysagainstteam(newyorkjets, marlins).
1.0::teamplaysagainstteam(newyorkjets, newenglandpatriots).
1.0::teamplaysagainstteam(newyorkjets, philadelphiaeagles).
1.0::teamplaysagainstteam(newyorkjets, newyorkmets).
1.0::teamplaysagainstteam(newyorkjets, yankees).
1.0::teamplaysagainstteam(newyorkjets, miamidolphinsfootballteam).
1.0::teamplaysagainstteam(newyorkjets, indians).
0.9999::teamplaysagainstteam(newyorkjets, chicagocubsbaseball).
0.9999::teamplaysagainstteam(newyorkjets, bills).
0.9999::teamplaysagainstteam(newyorkjets, dodgers).
0.9999::teamplaysagainstteam(newyorkjets, new).
0.9999::teamplaysagainstteam(newyorkjets, rockies).
0.9995::teamplaysagainstteam(newyorkjets, phillies).
0.9991::teamplaysagainstteam(newyorkjets, rams).
0.9843::teamplaysagainstteam(losangelesangelsofanaheim, redsoxthisseason).
0.9921::teamplaysagainstteam(milwaukeebuckstickets, bostonceltics).
0.9923::teamplaysagainstteam(milwaukeebuckstickets, washingtonwizards).
0.9898::teamplaysagainstteam(milwaukeebuckstickets, cavs).
0.9375::teamplaysagainstteam(milwaukeebuckstickets, indianapacers).
0.9972::teamplaysagainstteam(milwaukeebuckstickets, raptors).
0.9888::teamplaysagainstteam(milwaukeebuckstickets, spurs).
0.9999::teamplaysagainstteam(milwaukeebuckstickets, chicagobulls).
0.9843::teamplaysagainstteam(milwaukeebuckstickets, houstonrocketsnba).
0.9375::teamplaysagainstteam(milwaukeebuckstickets, denvernuggetsnba).
0.9999::teamplaysagainstteam(milwaukeebuckstickets, hawks).
0.9687::teamplaysagainstteam(milwaukeebuckstickets, laclippers).
0.9996::teamplaysagainstteam(milwaukeebuckstickets, detroitpistonsnba).
0.9843::teamplaysagainstteam(milwaukeebuckstickets, minnesotatimberwolves).
0.9817::teamplaysagainstteam(milwaukeebuckstickets, nets).
0.9375::teamplaysagainstteam(milwaukeebuckstickets, timberwolves).
0.9375::teamplaysagainstteam(milwaukeebuckstickets, kingscollege).
0.9995::teamplaysagainstteam(milwaukeebuckstickets, hornetscharlottebobcats).
0.9999::teamplaysagainstteam(milwaukeebuckstickets, losangeleslakers).
1.0::teamplaysagainstteam(milwaukeebuckstickets, miamihurricanes).
0.9960::teamplaysagainstteam(houstonrocketsnba, orlandomagic).
0.9999::teamplaysagainstteam(houstonrocketsnba, bostonceltics).
0.9375::teamplaysagainstteam(houstonrocketsnba, washingtonwizards).
0.9687::teamplaysagainstteam(houstonrocketsnba, indianapacers).
0.9999::teamplaysagainstteam(houstonrocketsnba, suns).
0.9843::teamplaysagainstteam(houstonrocketsnba, raptors).
0.9998::teamplaysagainstteam(houstonrocketsnba, spurs).
0.9998::teamplaysagainstteam(houstonrocketsnba, portlandtrailblazers).
0.9999::teamplaysagainstteam(houstonrocketsnba, chicagobulls).
0.9687::teamplaysagainstteam(houstonrocketsnba, memphisgrizzliesnba).
0.9890::teamplaysagainstteam(houstonrocketsnba, denvernuggetsnba).
0.9960::teamplaysagainstteam(houstonrocketsnba, hawks).
0.9687::teamplaysagainstteam(houstonrocketsnba, kingscollege).
0.9995::teamplaysagainstteam(houstonrocketsnba, goldenstatewarriorsnba).
0.9993::teamplaysagainstteam(houstonrocketsnba, laclippers).
0.9922::teamplaysagainstteam(houstonrocketsnba, denvernuggets).
0.9843::teamplaysagainstteam(houstonrocketsnba, timberwolves).
0.9687::teamplaysagainstteam(houstonrocketsnba, detroitpistonsnba).
0.9375::teamplaysagainstteam(houstonrocketsnba, minnesotatimberwolves).
0.9843::teamplaysagainstteam(houstonrocketsnba, hornetsnbalive).
