,Entity,Iteration,Probability,Relation,Value
11246,concept:sportsteam:nashville_predators,850,1.0,concept:teamplayssport,concept:sport:hockey
11247,concept:sportsteam:fayetteville_state_broncos,850,0.999755859375,concept:teamplaysinleague,concept:sportsleague:ncaa
11248,concept:sportsteam:auburn_university,850,0.9921875,concept:teamplaysincity,concept:city:auburn
11249,concept:sportsteam:auburn_university,850,0.96875,concept:teamplayssport,concept:sport:basketball
11250,concept:sportsteam:texas_san_antonio_roadrunners,850,0.999755859375,concept:teamplaysinleague,concept:sportsleague:ncaa
11251,concept:sportsteam:baltimore_orioles,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:oriole_park
11252,concept:sportsteam:baltimore_orioles,845,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:toronto_blue_jays
11253,concept:sportsteam:baltimore_orioles,844,0.9999565567412895,concept:teamplaysagainstteam,concept:sportsteam:pirates
11254,concept:sportsteam:baltimore_orioles,842,0.984375,concept:teamplaysagainstteam,concept:sportsteam:washington_nationals
11255,concept:sportsteam:baltimore_orioles,850,0.999969482421875,concept:teamplaysagainstteam,concept:sportsteam:cubs
11256,concept:sportsteam:baltimore_orioles,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:anaheim_angels
11257,concept:sportsteam:baltimore_orioles,850,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:new_york_yankees
11258,concept:sportsteam:baltimore_orioles,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:indians
11259,concept:sportsteam:baltimore_orioles,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:rangers
11260,concept:sportsteam:baltimore_orioles,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
11261,concept:sportsteam:baltimore_orioles,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:kansas_city_royals
11262,concept:sportsteam:baltimore_orioles,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_pirates
11263,concept:sportsteam:baltimore_orioles,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:boston_redsox
11264,concept:sportsteam:baltimore_orioles,848,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:dodgers
11265,concept:sportsteam:baltimore_orioles,848,0.999993538576264,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
11266,concept:sportsteam:baltimore_orioles,842,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:twins
11267,concept:sportsteam:baltimore_orioles,842,0.984375,concept:teamplaysagainstteam,concept:sportsteam:texas_rangers
11268,concept:sportsteam:baltimore_orioles,847,0.984375,concept:teamplaysagainstteam,concept:sportsteam:tampa
11269,concept:sportsteam:baltimore_orioles,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
11270,concept:sportsteam:baltimore_orioles,850,0.9999999984560612,concept:teamplaysagainstteam,concept:sportsteam:yankees
11271,concept:sportsteam:baltimore_orioles,850,0.9999999403953552,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
11272,concept:sportsteam:baltimore_orioles,850,0.9999923706054688,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
11273,concept:sportsteam:baltimore_orioles,850,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:seattle_mariners
11274,concept:sportsteam:baltimore_orioles,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:phillies
11275,concept:sportsteam:baltimore_orioles,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:reds
11276,concept:sportsteam:baltimore_orioles,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
11277,concept:sportsteam:baltimore_orioles,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:cleveland_indians
11278,concept:sportsteam:baltimore_orioles,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
11279,concept:sportsteam:baltimore_orioles,850,0.99951171875,concept:teamplaysincity,concept:city:greater_boston
11280,concept:sportsteam:baltimore_orioles,850,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
11281,concept:sportsteam:baltimore_orioles,850,1.0,concept:teamplayssport,concept:sport:baseball
11282,concept:sportsteam:baltimore_orioles,842,0.9999999836119423,concept:teamwontrophy,concept:awardtrophytournament:world_series
11283,concept:sportsteam:governors_state_university,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11284,concept:sportsteam:susquehanna_crusaders,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11285,concept:sportsteam:st_francis_college_terriers,850,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
11286,concept:sportsteam:colorado_state_pueblo_thunderwolves,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11287,concept:sportsteam:big_east_gear,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11288,concept:sportsteam:regent_university,850,0.984375,concept:teamplaysincity,concept:city:virginia_beach
11289,concept:sportsteam:national_louis,850,0.9375,concept:teamplaysincity,concept:city:chicago
11290,concept:sportsteam:east_carolina_pirates,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11291,concept:sportsteam:dixie_state_red_storm,850,0.999755859375,concept:teamplaysinleague,concept:sportsleague:ncaa
11292,concept:sportsteam:tcu_horned_frogs,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11293,concept:sportsteam:wildcats,850,0.9999134750442812,concept:teamplaysagainstteam,concept:sportsteam:bulldogs
11294,concept:sportsteam:wildcats,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:prairie_view_a___m_panthers
11295,concept:sportsteam:wildcats,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:michigan_state_spartans_mens_basketball
11296,concept:sportsteam:wildcats,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:falcons
11297,concept:sportsteam:wildcats,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:chicago_bears
11298,concept:sportsteam:wildcats,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tar_heels
11299,concept:sportsteam:wildcats,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:pirates
11300,concept:sportsteam:wildcats,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:northeastern_huskies
11301,concept:sportsteam:wildcats,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:florida_gators
11302,concept:sportsteam:wildcats,850,1.0,concept:teamplayssport,concept:sport:basketball
11303,concept:sportsteam:southern_university_at_new_orleans_knights,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
11304,concept:sportsteam:calgary_flames,850,0.9375,concept:teamhomestadium,concept:stadiumoreventvenue:scotiabank_saddledome
11305,concept:sportsteam:calgary_flames,850,0.996928537946264,concept:teamplaysagainstteam,concept:sportsteam:canadiens
11306,concept:sportsteam:calgary_flames,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:chicago_blackhawks
11307,concept:sportsteam:calgary_flames,850,1.0,concept:teamplaysinleague,concept:sportsleague:nhl
11308,concept:sportsteam:calgary_flames,850,1.0,concept:teamplayssport,concept:sport:hockey
11309,concept:sportsteam:hartford_whalers,850,0.99975575,concept:teamplaysinleague,concept:sportsleague:nhl
11310,concept:sportsteam:hartford_whalers,850,0.9953125,concept:teamplayssport,concept:sport:hockey
11311,concept:sportsteam:clippers,850,0.96875,concept:teamhomestadium,concept:stadiumoreventvenue:staples_center
11312,concept:sportsteam:clippers,850,0.9999694874152166,concept:teamplaysagainstteam,concept:sportsteam:dallas_mavericks
11313,concept:sportsteam:clippers,850,0.9999383367994148,concept:teamplaysagainstteam,concept:sportsteam:phoenix_suns
11314,concept:sportsteam:clippers,850,0.9999226987034048,concept:teamplaysagainstteam,concept:sportsteam:spurs
11315,concept:sportsteam:clippers,850,0.9998742290246168,concept:teamplaysagainstteam,concept:sportsteam:bulls
11316,concept:sportsteam:clippers,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:knicks
11317,concept:sportsteam:clippers,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:alabama_st_hornets
11318,concept:sportsteam:clippers,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:bucks_county_community_college
11319,concept:sportsteam:clippers,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:houston_rockets
11320,concept:sportsteam:clippers,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:magic
11321,concept:sportsteam:clippers,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:toronto_raptors
11322,concept:sportsteam:clippers,850,0.999999851476502,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
11323,concept:sportsteam:clippers,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:utah_jazz
11324,concept:sportsteam:clippers,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:san_antonio
11325,concept:sportsteam:clippers,850,1.0,concept:teamplaysincity,concept:city:los_angeles
11326,concept:sportsteam:clippers,850,0.9999897998314834,concept:teamplaysinleague,concept:sportsleague:nba
11327,concept:sportsteam:clippers,850,0.9550000000000001,concept:teamplayssport,concept:sport:basketball
11328,concept:sportsteam:bemidji_state_beavers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11329,concept:sportsteam:ole_miss,850,0.9989864404606644,concept:teamplaysagainstteam,concept:sportsteam:florida_gators
11330,concept:sportsteam:ole_miss,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
11331,concept:sportsteam:pinstripe_bowl_gear,850,0.984375,concept:teamplaysinleague,concept:sportsleague:ncaa
11332,concept:sportsteam:bradley_braves,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11333,concept:sportsteam:queens_college_knights,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
11334,concept:sportsteam:cent_michigan_chippewas,850,0.984375,concept:teamplaysinleague,concept:sportsleague:ncaa
11335,concept:sportsteam:siu_edwardsville_cougars,850,0.9921875,concept:teamplaysinleague,concept:sportsleague:ncaa
11336,concept:sportsteam:eastern_michigan_university,841,1.0,concept:teamalsoknownas,concept:sportsteam:state_university
11337,concept:sportsteam:eastern_michigan_university,850,0.9999847412109375,concept:teamplaysincity,concept:city:ypsilanti
11338,concept:sportsteam:eastern_michigan_university,850,0.96875,concept:teamplayssport,concept:sport:football
11339,concept:sportsteam:new_school_university,850,0.9990234375,concept:teamplaysincity,concept:city:new_york_city
11340,concept:sportsteam:texas_a_m_corpus_christi_islanders,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11341,concept:sportsteam:middle_tennessee_state_blue_raiders,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11342,concept:sportsteam:campbell_camels,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11343,concept:sportsteam:pistons,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:miami_heat
11344,concept:sportsteam:pistons,850,0.9999999958967601,concept:teamplaysagainstteam,concept:sportsteam:celtics
11345,concept:sportsteam:pistons,850,0.9999974164888024,concept:teamplaysagainstteam,concept:sportsteam:bulls
11346,concept:sportsteam:pistons,850,0.9999939087353239,concept:teamplaysagainstteam,concept:sportsteam:spurs
11347,concept:sportsteam:pistons,850,0.999438621351489,concept:teamplaysagainstteam,concept:sportsteam:cavs
11348,concept:sportsteam:pistons,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:bucks_county_community_college
11349,concept:sportsteam:pistons,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:cavaliers
11350,concept:sportsteam:pistons,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:magic
11351,concept:sportsteam:pistons,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:toronto_raptors
11352,concept:sportsteam:pistons,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:indiana_pacers
11353,concept:sportsteam:pistons,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:trail_blazers
11354,concept:sportsteam:pistons,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:nets
11355,concept:sportsteam:pistons,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:sixers
11356,concept:sportsteam:pistons,850,0.9999978211398177,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
11357,concept:sportsteam:pistons,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:san_antonio
11358,concept:sportsteam:pistons,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:utah_jazz
11359,concept:sportsteam:pistons,850,1.0,concept:teamplaysincity,concept:city:detroit
11360,concept:sportsteam:pistons,850,0.99878125,concept:teamplayssport,concept:sport:basketball
11361,concept:sportsteam:pistons,850,0.9986335854276641,concept:teamwontrophy,concept:awardtrophytournament:nba_finals
11362,concept:sportsteam:pistons,850,0.9375,concept:teamwontrophy,concept:awardtrophytournament:nba_title
11363,concept:sportsteam:pfeiffer_falcons,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11364,concept:sportsteam:dartmouth_big_green,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11365,concept:sportsteam:saint_peters_peacocks,850,0.984375,concept:teamplaysinleague,concept:sportsleague:ncaa
11366,concept:sportsteam:furman_paladins,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11367,concept:sportsteam:wooster_fighting_scots,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11368,concept:sportsteam:carroll_college_fighting_saints,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11369,concept:sportsteam:capital_university,850,0.96875,concept:teamplaysincity,concept:city:columbus
11370,concept:sportsteam:chicago_maroons,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11371,concept:sportsteam:merrimack_college_warriors,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
11372,concept:sportsteam:auggies,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cobbers
11373,concept:sportsteam:kansas_city_chiefs,850,0.9999999962454695,concept:teamhomestadium,concept:stadiumoreventvenue:arrowhead_stadium
11374,concept:sportsteam:kansas_city_chiefs,850,0.9999999999695143,concept:teamplaysagainstteam,concept:sportsteam:broncos
11375,concept:sportsteam:kansas_city_chiefs,850,0.9999999948041407,concept:teamplaysagainstteam,concept:sportsteam:minnesota_vikings
11376,concept:sportsteam:kansas_city_chiefs,850,0.9999999810548933,concept:teamplaysagainstteam,concept:sportsteam:oakland_raiders
11377,concept:sportsteam:kansas_city_chiefs,850,0.9999678195095967,concept:teamplaysagainstteam,concept:sportsteam:chargers
11378,concept:sportsteam:kansas_city_chiefs,850,0.9999669322005195,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_steelers
11379,concept:sportsteam:kansas_city_chiefs,850,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:bengals
11380,concept:sportsteam:kansas_city_chiefs,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:prairie_view_a___m_panthers
11381,concept:sportsteam:kansas_city_chiefs,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:buffalo_bills
11382,concept:sportsteam:kansas_city_chiefs,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:colts
11383,concept:sportsteam:kansas_city_chiefs,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:chicago_bears
11384,concept:sportsteam:kansas_city_chiefs,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:falcons
11385,concept:sportsteam:kansas_city_chiefs,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:seahawks
11386,concept:sportsteam:kansas_city_chiefs,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
11387,concept:sportsteam:kansas_city_chiefs,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_buccaneers
11388,concept:sportsteam:kansas_city_chiefs,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tennessee_titans
11389,concept:sportsteam:kansas_city_chiefs,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:texans
11390,concept:sportsteam:kansas_city_chiefs,850,0.9998077426005669,concept:teamplaysagainstteam,concept:sportsteam:new_england_patriots
11391,concept:sportsteam:kansas_city_chiefs,850,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
11392,concept:sportsteam:kansas_city_chiefs,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:new_orleans_saints
11393,concept:sportsteam:kansas_city_chiefs,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:rams
11394,concept:sportsteam:kansas_city_chiefs,850,0.9999983315139572,concept:teamplaysincity,concept:city:kansas
11395,concept:sportsteam:kansas_city_chiefs,850,1.0,concept:teamplaysinleague,concept:sportsleague:nfl
11396,concept:sportsteam:kansas_city_chiefs,850,0.999998248046875,concept:teamplayssport,concept:sport:football
11397,concept:sportsteam:kansas_city_chiefs,850,0.9999984987793638,concept:teamwontrophy,concept:awardtrophytournament:super_bowl
11398,concept:sportsteam:gardner_webb_runnin_bulldogs,850,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
11399,concept:sportsteam:hampton_pirates,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11400,concept:sportsteam:uab_blazers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11401,concept:sportsteam:san_jose_st__spartans,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
11402,concept:sportsteam:florida_st__seminoles,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11403,concept:sportsteam:jaguars,847,0.9375,concept:teamplaysagainstteam,concept:sportsteam:minnesota_vikings
11404,concept:sportsteam:jaguars,847,0.9375,concept:teamplaysagainstteam,concept:sportsteam:broncos
11405,concept:sportsteam:jaguars,848,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:texans
11406,concept:sportsteam:jaguars,847,0.96875,concept:teamplaysagainstteam,concept:sportsteam:cleveland_browns
11407,concept:sportsteam:jaguars,847,0.984375,concept:teamplaysagainstteam,concept:sportsteam:buffalo_bills
11408,concept:sportsteam:jaguars,850,0.9999945113322363,concept:teamplaysagainstteam,concept:sportsteam:colts
11409,concept:sportsteam:jaguars,850,0.9995652377628217,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_steelers
11410,concept:sportsteam:jaguars,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:baltimore_ravens
11411,concept:sportsteam:jaguars,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
11412,concept:sportsteam:jaguars,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_buccaneers
11413,concept:sportsteam:jaguars,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:eagles_32_25
11414,concept:sportsteam:jaguars,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tennessee_titans
11415,concept:sportsteam:jaguars,850,0.9977473574158411,concept:teamplaysinleague,concept:sportsleague:nfl
11416,concept:sportsteam:jaguars,850,0.999390625,concept:teamplayssport,concept:sport:football
11417,concept:sportsteam:jaguars,847,0.9973852644245922,concept:teamwontrophy,concept:awardtrophytournament:super_bowl
11418,concept:sportsteam:st_louis_blues,850,0.9999961853027344,concept:teamalsoknownas,concept:sportsteam:st__louis_blues
11419,concept:sportsteam:st_louis_blues,850,0.9999995231628418,concept:teamplaysinleague,concept:sportsleague:nhl
11420,concept:sportsteam:st_louis_blues,850,1.0,concept:teamplayssport,concept:sport:hockey
11421,concept:sportsteam:northwest_missouri_state_bearcats,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
11422,concept:sportsteam:saginaw_valley_state_cardinals,850,0.999755859375,concept:teamplaysinleague,concept:sportsleague:ncaa
11423,concept:sportsteam:idaho_st__bengals,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11424,concept:sportsteam:north_carolina_central_eagles,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11425,concept:sportsteam:cal_state_san_marcos_cougars,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
11426,concept:sportsteam:pierce_college_raiders,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11427,concept:sportsteam:nec_gear,850,0.99609375,concept:teamplaysinleague,concept:sportsleague:ncaa
11428,concept:sportsteam:illinois_fighting_illini,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11429,concept:sportsteam:cincinnati_reds,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:great_american_ballpark
11430,concept:sportsteam:cincinnati_reds,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:cubs
11431,concept:sportsteam:cincinnati_reds,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:new_york_yankees
11432,concept:sportsteam:cincinnati_reds,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_brewers
11433,concept:sportsteam:cincinnati_reds,848,0.96875,concept:teamplaysagainstteam,concept:sportsteam:dodgers
11434,concept:sportsteam:cincinnati_reds,847,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa
11435,concept:sportsteam:cincinnati_reds,850,0.9999923706054688,concept:teamplaysagainstteam,concept:sportsteam:red_sox
11436,concept:sportsteam:cincinnati_reds,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
11437,concept:sportsteam:cincinnati_reds,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:phillies
11438,concept:sportsteam:cincinnati_reds,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
11439,concept:sportsteam:cincinnati_reds,850,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
11440,concept:sportsteam:cincinnati_reds,850,1.0,concept:teamplayssport,concept:sport:baseball
11441,concept:sportsteam:cincinnati_reds,839,1.0,concept:teamwontrophy,concept:awardtrophytournament:world_series
11442,concept:sportsteam:cincinnati_reds,839,0.96875,concept:teamwontrophy,concept:awardtrophytournament:pennant
11443,concept:sportsteam:loyola_university_chicago,850,0.9375,concept:teamplaysincity,concept:city:chicago
11444,concept:sportsteam:south_carolina_state_bulldogs,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11445,concept:sportsteam:youngstown_state_penguins,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11446,concept:sportsteam:uc_berkeley,850,0.984375,concept:teamplaysincity,concept:city:san_francisco
11447,concept:sportsteam:uc_berkeley,850,0.96875,concept:teamplaysinleague,concept:sportsleague:national
11448,concept:sportsteam:texas_tyler_patriots,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
11449,concept:sportsteam:louisiana_ragin_cajuns,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
11450,concept:sportsteam:kansas_city_wizards,850,0.96875,concept:teamplaysinleague,concept:sportsleague:mls
11451,concept:sportsteam:boise_st__broncos,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
11452,concept:sportsteam:saint_francis_red_flash,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
11453,concept:sportsteam:e_tenn_st_buccaneers,850,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
11454,concept:sportsteam:marlins,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:dolphins_stadium
11455,concept:sportsteam:marlins,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:nats
11456,concept:sportsteam:marlins,845,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:pirates
11457,concept:sportsteam:marlins,850,0.9999999720701487,concept:teamplaysagainstteam,concept:sportsteam:cubs
11458,concept:sportsteam:marlins,850,0.9999956745627305,concept:teamplaysagainstteam,concept:sportsteam:indians
11459,concept:sportsteam:marlins,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
11460,concept:sportsteam:marlins,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:baltimore_orioles
11461,concept:sportsteam:marlins,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:new_york_yankees
11462,concept:sportsteam:marlins,848,0.9997935930073095,concept:teamplaysagainstteam,concept:sportsteam:dodgers
11463,concept:sportsteam:marlins,848,0.9999999403953552,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
11464,concept:sportsteam:marlins,850,0.9999999841101126,concept:teamplaysagainstteam,concept:sportsteam:yankees
11465,concept:sportsteam:marlins,850,0.9999998020296499,concept:teamplaysagainstteam,concept:sportsteam:phillies
11466,concept:sportsteam:marlins,850,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
11467,concept:sportsteam:marlins,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
11468,concept:sportsteam:marlins,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
11469,concept:sportsteam:marlins,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:reds
11470,concept:sportsteam:marlins,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa
11471,concept:sportsteam:marlins,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:red_sox
11472,concept:sportsteam:marlins,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:rockies
11473,concept:sportsteam:marlins,850,0.96875,concept:teamplaysincity,concept:city:greater_boston
11474,concept:sportsteam:marlins,850,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
11475,concept:sportsteam:marlins,850,1.0,concept:teamplayssport,concept:sport:baseball
11476,concept:sportsteam:marlins,839,1.0,concept:teamwontrophy,concept:awardtrophytournament:world_series
11477,concept:sportsteam:north_carolina_a_and_t_aggies,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
11478,concept:sportsteam:big_ten_gear,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
11479,concept:sportsteam:oakland_athletics,850,0.96875,concept:teamalsoknownas,concept:sportsteam:colorado_rockies
11480,concept:sportsteam:oakland_athletics,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:network_associates_coliseum
11481,concept:sportsteam:oakland_athletics,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:san_francisco_giants
11482,concept:sportsteam:oakland_athletics,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:new_york_yankees
11483,concept:sportsteam:oakland_athletics,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:yankees
11484,concept:sportsteam:oakland_athletics,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
11485,concept:sportsteam:oakland_athletics,850,0.9999991158194891,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
11486,concept:sportsteam:oakland_athletics,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:twins
11487,concept:sportsteam:oakland_athletics,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:seattle_mariners
11488,concept:sportsteam:oakland_athletics,850,0.9921875,concept:teamplaysincity,concept:city:greater_boston
11489,concept:sportsteam:oakland_athletics,850,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
11490,concept:sportsteam:oakland_athletics,850,1.0,concept:teamplayssport,concept:sport:baseball
11491,concept:sportsteam:oakland_athletics,850,0.999969482421875,concept:teamwontrophy,concept:awardtrophytournament:world_series
11492,concept:sportsteam:trail_blazers,839,0.984375,concept:teamplaysagainstteam,concept:sportsteam:phoenix_suns
11493,concept:sportsteam:trail_blazers,845,0.999939863436661,concept:teamplaysagainstteam,concept:sportsteam:bulls
11494,concept:sportsteam:trail_blazers,838,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:houston_rockets
11495,concept:sportsteam:trail_blazers,844,0.96875,concept:teamplaysagainstteam,concept:sportsteam:memphis_grizzlies
11496,concept:sportsteam:trail_blazers,838,0.9999599453963353,concept:teamplaysagainstteam,concept:sportsteam:celtics
11497,concept:sportsteam:trail_blazers,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:knicks
